# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "20" "-t" "CDS" "-g" "locus" "-a" "/media/lu/lu202306/ref/PAO1forsRNA.gff" "-o" "counts.txt" "PA0806.1-1.sorted.bam" "PA0806.1-2.sorted.bam" "PA0982.1-1.sorted.bam" "PA0982.1-2.sorted.bam" "PA1014.1-1.sorted.bam" "PA1014.1-2.sorted.bam" "PA1270.1-1.sorted.bam" "PA1270.1-2.sorted.bam" "PA1367.1-1.sorted.bam" "PA1367.1-2.sorted.bam" "PA2734.1-1.sorted.bam" "PA2734.1-2.sorted.bam" "PA2736.2-1.sorted.bam" "PA2736.2-2.sorted.bam" "PA3471.1-1.sorted.bam" "PA3471.1-2.sorted.bam" "PA4639.1-1.sorted.bam" "PA4639.1-2.sorted.bam" "PA4640.1-1.sorted.bam" "PA4640.1-2.sorted.bam" "PA4642.1-1.sorted.bam" "PA4642.1-2.sorted.bam" "WTEV-1-1.sorted.bam" "WTEV-1-2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	PA0806.1-1.sorted.bam	PA0806.1-2.sorted.bam	PA0982.1-1.sorted.bam	PA0982.1-2.sorted.bam	PA1014.1-1.sorted.bam	PA1014.1-2.sorted.bam	PA1270.1-1.sorted.bam	PA1270.1-2.sorted.bam	PA1367.1-1.sorted.bam	PA1367.1-2.sorted.bam	PA2734.1-1.sorted.bam	PA2734.1-2.sorted.bam	PA2736.2-1.sorted.bam	PA2736.2-2.sorted.bam	PA3471.1-1.sorted.bam	PA3471.1-2.sorted.bam	PA4639.1-1.sorted.bam	PA4639.1-2.sorted.bam	PA4640.1-1.sorted.bam	PA4640.1-2.sorted.bam	PA4642.1-1.sorted.bam	PA4642.1-2.sorted.bam	WTEV-1-1.sorted.bam	WTEV-1-2.sorted.bam
PA4233	chromosome	4747154	4748542	-	1389	121	183	175	178	153	51	155	144	152	193	102	82	188	172	144	75	198	141	143	159	366	358	425	459
PA4234	chromosome	4748756	4751593	+	2838	605	645	2078	2168	417	201	682	496	686	751	391	302	869	768	657	588	1044	599	721	1455	3868	4423	1076	1584
PA4235	chromosome	4751665	4752129	-	465	690	573	1187	1425	954	410	519	499	1148	1524	654	543	1557	1322	599	511	854	1523	765	741	1655	1726	600	955
PA4236	chromosome	4752260	4753708	-	1449	1992	1170	18890	40150	17939	8175	1568	1041	18215	33626	19821	13886	29215	25110	1313	937	7917	1567	2522	1658	9487	9317	6633	11925
PA4237	chromosome	4753990	4754379	-	390	1883	1768	4497	5562	1492	726	1307	1306	1306	2022	1261	1078	2300	2004	1461	1232	2423	1543	1974	1614	10867	10442	3789	7982
PA4238	chromosome	4754423	4755424	-	1002	3672	3804	12830	14614	3106	1314	2762	2604	2586	3631	5457	1980	5204	4308	2906	2348	4651	4620	4874	5812	28333	27463	10499	18184
PA4239	chromosome	4755447	4756067	-	621	2248	2346	8309	9187	2006	933	1559	1625	2029	2894	1798	1498	3730	3147	1805	1572	2828	1821	2034	1968	18321	17724	5949	13066
PA4240	chromosome	4756084	4756473	-	390	1656	1520	4244	4620	1215	650	1239	1213	1489	2341	1251	1228	3104	2699	1505	1219	2213	1516	4127	2613	9278	9109	4710	9225
PA4241	chromosome	4756492	4756848	-	357	1679	4096	4372	4581	1412	552	1407	1163	1151	2075	1085	967	2227	1811	1331	1019	1917	1237	1510	1257	10382	9974	5690	9516
PA4242	chromosome	4756979	4757095	-	117	670	597	1308	1529	437	179	376	442	388	533	386	345	727	476	489	388	740	502	566	568	3280	3329	2827	2229
PA4243	chromosome	4757124	4758452	-	1329	3659	3230	11189	11709	2318	1015	2250	2340	2157	2959	2022	1823	4675	3882	2228	1883	3758	2648	3341	2621	28860	51997	15822	17769
PA4244	chromosome	4758453	4758887	-	435	1556	1555	6401	16310	1409	540	1085	1059	1355	6414	1992	944	3096	2605	1099	930	1928	1171	1362	1277	16763	15960	13183	11347
PA4245	chromosome	4758891	4759067	-	177	362	319	1074	1241	299	116	211	225	222	262	214	207	404	408	245	225	388	238	220	262	3180	3015	885	2240
PA4246	chromosome	4759070	4759570	-	501	2180	2548	7344	81101	1614	669	1766	1603	1412	1948	1248	1155	3173	2612	1784	1539	2873	1695	2075	1756	18843	19056	12805	10055
PA4247	chromosome	4759574	4759924	-	351	1216	1843	2882	3373	745	341	883	906	813	1161	620	571	1647	1526	1003	840	1450	1015	1090	1113	9495	9235	3607	6426
PA4248	chromosome	4759935	4760468	-	534	2417	2444	4703	4717	1317	557	1960	1830	1190	1787	1126	1033	2998	2559	1899	1576	3060	2147	2268	1968	15349	14727	8176	11056
PA4249	chromosome	4760480	4760872	-	393	1566	1446	2030	2346	968	399	1194	1144	733	924	700	664	1523	1712	1157	1038	1847	1358	1372	1515	8001	7601	4379	7484
PA4250	chromosome	4761062	4761367	-	306	1757	1651	3354	3882	693	398	1133	1191	672	1006	779	705	1370	1109	1406	1011	1993	1421	1567	1541	10004	10245	2516	4444
PA4251	chromosome	4761381	4761920	-	540	3896	3931	8528	8876	2022	849	2911	3265	2172	2340	1547	1334	3223	2546	3255	2752	5234	3464	4312	3913	22520	21671	9678	14137
PA4252	chromosome	4761940	4762254	-	315	1304	1272	4265	4178	903	467	826	955	826	1226	856	799	1516	1355	1036	847	1559	1057	1308	1142	10829	10770	3077	6272
PA4253	chromosome	4762267	4762635	-	369	2689	3193	7163	8063	1833	842	1798	1833	1809	2463	1568	1385	3196	20583	2176	1736	3391	2159	2621	2431	19219	21310	11666	12562
PA4254	chromosome	4762659	4762925	-	267	963	960	3092	3189	737	310	784	641	1044	814	520	563	1076	888	731	707	1260	876	1025	907	8381	8276	3158	5353
PA4255	chromosome	4762928	4763119	-	192	326	308	960	1089	232	88	184	235	210	309	216	193	410	380	297	214	374	302	349	306	2868	2927	1249	1589
PA4256	chromosome	4763119	4763532	-	414	2346	2369	6031	6919	1465	882	1602	1838	1522	1961	1157	1122	2721	2305	1875	1658	2817	2195	2387	2255	16401	15511	6153	9719
PA4257	chromosome	4763544	4764230	-	687	4025	4050	11781	12823	2519	1133	3099	2864	2401	3448	2036	1947	4420	3925	3486	2773	5442	3730	4281	6020	30582	39662	12880	19634
PA4258	chromosome	4764243	4764575	-	333	1251	1369	4291	4578	1010	447	890	835	1038	1308	842	822	2072	1751	988	824	1635	1151	1334	1050	10854	20486	6360	7094
PA4259	chromosome	4764588	4764863	-	276	1790	1607	4901	5842	1277	675	1026	1175	1114	1576	1026	979	2143	1862	1333	1053	2166	1376	1883	1445	13919	13570	8405	10259
PA4260	chromosome	4764880	4765701	-	822	4060	4088	12791	15125	3097	1257	2789	3987	2819	4040	2820	2454	6507	5113	3445	3640	7713	3714	4197	3727	36666	34775	17795	20079
PA4261	chromosome	4765713	4766012	-	300	817	696	3485	3085	686	290	500	491	528	676	481	366	1086	943	1710	508	859	620	577	580	7458	7395	2087	4830
PA4262	chromosome	4766009	4766611	-	603	2430	2316	7665	8394	1992	891	1550	1624	1837	2814	1799	1621	4328	3675	1900	1560	2839	1921	2126	1899	22223	20382	10219	23195
PA4263	chromosome	4766625	4767260	-	636	2658	2473	8182	8062	2158	837	1833	1908	1811	2561	1847	1657	4277	3501	1980	1767	3274	2266	2648	2152	20707	20042	10899	13545
PA4264	chromosome	4767343	4767654	-	312	1461	1393	3715	4422	1703	691	897	886	1197	1794	1161	1040	2751	2360	971	808	1789	962	1089	1052	12835	14175	3867	11088
PA4265	chromosome	4767811	4769004	-	1194	4861	4397	15010	15230	2739	1288	3379	3105	2508	4716	2192	2076	4524	3667	3570	3045	6155	4876	4753	4238	25788	26004	7977	14611
PA4266	chromosome	4769035	4771155	-	2121	9047	8708	41067	64782	6617	3021	6719	6314	5754	8395	5033	4400	12028	9945	6970	5476	10787	7236	12602	7376	94907	85556	35792	48882
PA4267	chromosome	4771186	4771656	-	471	2253	2224	5818	6883	1480	610	1654	1620	1433	1867	1201	999	2565	2062	1877	1533	3131	2112	2564	2168	14249	13726	8272	9319
PA4268	chromosome	4771756	4772127	-	372	2647	2684	4678	5303	1403	636	1998	1924	1161	1729	1108	924	2435	1995	2553	1783	3557	2250	2889	2752	14791	11029	4187	9301
PA4269	chromosome	4772279	4776478	-	4200	8663	7957	39219	47166	7022	4065	5966	5864	6943	10028	5948	7276	12726	9613	6965	6086	10369	7101	8690	7547	62865	146790	26220	37279
PA4270	chromosome	4776544	4780617	-	4074	7558	7143	38675	41103	7041	3235	5223	5415	12723	10059	5791	5410	11793	9734	5989	5059	9131	6250	7638	6568	56934	56678	27370	44691
PA4271	chromosome	4780839	4781207	-	369	2627	2462	6014	6427	1268	530	1694	1738	1016	1318	937	781	2011	1561	2067	1663	3136	2038	2372	2130	21315	20832	7135	11340
PA4272	chromosome	4781286	4781786	-	501	5522	5224	8577	10080	1742	766	4046	4019	1607	2244	1532	1297	2868	2506	4451	3812	6983	4925	6009	5425	39088	39735	12253	19162
PA4273	chromosome	4781985	4782680	-	696	3058	3036	31550	10021	1890	843	2114	2171	1745	2558	1812	1451	6249	3195	2403	1895	3841	2652	2713	2779	26124	27423	11792	13968
PA4274	chromosome	4782680	4783111	-	432	3267	3477	7408	8151	1514	766	2415	2510	1539	2230	1281	1147	3169	2822	2829	2333	4091	2893	3477	3377	21867	21460	8648	14419
PA4275	chromosome	4783228	4783761	-	534	482	431	915	1030	415	181	326	330	310	456	264	273	578	556	397	328	593	450	486	385	2015	1947	1311	1537
PA4276	chromosome	4783771	4784139	-	369	208	242	475	552	340	389	178	161	341	475	255	257	465	337	201	150	312	239	281	267	1221	1121	424	839
PA4277	chromosome	4784316	4785509	-	1194	1665	1446	7205	5945	1123	1120	1110	1139	918	1331	740	719	1452	1458	1153	1106	1887	1334	1389	1217	8101	10348	3284	4402
PA4278	chromosome	4786021	4786725	-	705	31	31	227	241	188	61	34	41	149	195	87	83	198	170	27	32	45	36	51	62	272	302	292	294
PA4279	chromosome	4786734	4787480	-	747	34	31	167	176	98	45	26	53	73	117	55	51	354	111	41	26	52	35	29	29	248	230	221	185
PA4280	chromosome	4787477	4788415	-	939	72	91	219	210	150	78	77	46	167	200	65	113	139	122	69	42	136	55	98	73	361	368	569	426
PA4281	chromosome	4794404	4795633	+	1230	87	61	229	263	136	51	57	49	157	220	74	94	155	129	55	55	97	59	130	92	366	535	209	238
PA4282	chromosome	4795642	4799277	+	3636	284	192	1510	1590	460	180	180	159	551	640	360	299	747	510	277	122	397	208	314	212	1517	1571	1102	1126
PA4283	chromosome	4799299	4801464	-	2166	202	132	1008	1061	282	161	135	99	334	513	307	234	601	414	144	84	208	123	155	126	875	895	540	493
PA4284	chromosome	4801461	4805198	-	3738	306	234	1801	1975	340	167	2783	218	442	720	359	345	639	475	188	141	374	245	218	250	1832	1800	882	812
PA4285	chromosome	4805195	4808710	-	3516	291	216	1366	1521	337	135	221	191	337	598	267	192	529	489	238	149	371	217	271	223	1612	1645	688	727
PA4286	chromosome	4808751	4809434	-	684	50	54	274	194	131	31	56	64	83	128	71	69	151	119	68	33	70	67	80	83	295	296	167	119
PA4287	chromosome	4809547	4810437	-	891	7	1	10	23	5	7	23	3	20	14	10	11	2	25	13	2	18	7	13	7	29	21	20	18
PA4288	chromosome	4810538	4811341	+	804	14	9	86	192	40	14	16	10	28	56	20	22	29	19	12	6	45	11	116	2766	87	111	22	34
PA4289	chromosome	4811396	4812601	+	1206	27	18	116	130	173	71	14	3	187	264	125	98	207	177	25	19	43	10	17	31	193	185	290	245
PA4290	chromosome	4812598	4814214	-	1617	54	62	118	99	1362	239	44	29	576	837	289	303	581	433	38	33	96	19	51	54	321	381	1221	1387
PA4291	chromosome	4814213	4814899	+	687	37	48	56	83	218	85	35	37	243	270	159	95	284	195	60	34	97	39	42	37	77	159	440	365
PA4292	chromosome	4815043	4816512	+	1470	243	252	195	221	313	156	328	215	398	527	268	246	580	509	219	169	363	202	262	639	522	581	1913	1304
PA4293	chromosome	4816580	4819348	-	2769	53	38	224	189	4050	938	37	20	2492	3267	1805	1616	4124	3154	29	12	89	20	43	22	111	90	187	204
PA4294	chromosome	4819358	4819864	-	507	12	3	89	104	836	371	9	4	800	1066	689	658	1078	849	5	0	18	4	7	21	20	24	91	38
PA4295	chromosome	4819928	4820410	+	483	16	3	10	36	39	25	15	5	69	55	17	20	39	30	13	3	17	4	14	6	7	15	17	50
PA4296	chromosome	4820532	4821359	+	828	105	40	2924	2869	2202	1020	38	20	2354	3484	1716	7437	3225	3105	40	30	124	47	83	45	729	1681	3683	2062
PA4297	chromosome	4821385	4823055	-	1671	56	33	425	431	660	833	43	27	659	976	472	380	884	736	39	23	72	29	39	39	190	235	243	273
PA4298	chromosome	4823080	4823364	-	285	1	1	32	19	204	86	2	0	260	434	212	164	420	278	8	1	3	0	5	0	7	22	19	21
PA4299	chromosome	4823387	4824124	-	738	5	5	137	217	598	572	5	4	905	64216	622	608	1305	1226	10	3	12	3	14	2	26	34	62	71
PA4300	chromosome	4824121	4825032	-	912	12	8	67	68	386	164	5	3	444	583	246	260	637	520	8	2	12	7	2	3	21	26	43	1198
PA4301	chromosome	4825042	4825926	-	885	18	7	59	66	319	202	9	0	303	481	214	224	420	370	18	3	5	1	8	5	17	19	42	45
PA4302	chromosome	4825923	4827188	-	1266	13	8	238	222	655	3765	19	9	992	1106	507	455	1138	811	12	7	37	3	18	9	38	41	102	66
PA4303	chromosome	4827185	4828369	-	1185	19	9	134	183	556	271	16	5	694	944	683	400	829	1109	9	8	20	6	11	8	45	57	79	55
PA4304	chromosome	4828379	4829629	-	1251	36	11	233	233	896	390	20	6	1038	1491	682	517	1442	1070	18	5	30	7	10	7	28	67	131	151
PA4305	chromosome	4829643	4830554	-	912	21	17	120	118	1216	515	11	8	1499	2312	904	899	1706	1493	11	5	32	4	20	7	18	25	163	140
PA4306	chromosome	4830964	4831182	+	219	25	9	282	355	3914	4557	7	3	2932	4143	2623	2393	3672	2972	5	4	40	0	7	5	36	39	454	547
PA4307	chromosome	4831372	4833270	+	1899	212	150	1011	1517	433	195	163	122	404	877	310	334	781	679	149	145	244	149	197	224	1932	1901	610	911
PA4308	chromosome	4833374	4834864	-	1491	84	80	834	907	265	129	83	39	374	572	203	262	573	479	81	67	142	55	84	84	580	555	338	382
PA4309	chromosome	4835264	4837153	+	1890	178	88	814	803	1174	578	113	107	1535	2051	872	849	1145	1038	144	92	186	117	201	151	833	873	313	335
PA4310	chromosome	4837390	4839279	+	1890	404	391	1320	37711	882	445	856	389	1007	1661	633	586	1142	939	395	361	534	406	440	446	2683	2496	927	1432
PA4311	chromosome	4839597	4840712	+	1116	50	47	886	996	1329	549	32	27	2312	2115	2760	916	2206	1875	39	20	108	45	50	41	331	309	796	715
PA4312	chromosome	4840705	4841466	+	762	30	36	347	368	446	256	32	47	569	860	464	379	842	698	31	35	52	28	37	34	155	142	15059	366
PA4313	chromosome	4841463	4842464	+	1002	71	48	237	271	229	87	35	28	294	794	180	165	275	216	58	55	82	59	60	39	212	219	257	222
PA4314	chromosome	4842701	4843552	-	852	227	214	868	1049	290	132	138	156	301	424	243	192	487	392	197	147	710	187	301	174	1748	1780	843	3928
PA4315	chromosome	4843812	4844186	+	375	1182	933	7227	8649	5080	2723	1014	815	4865	9234	3425	2965	6613	5571	1098	852	1789	1007	1364	1336	8007	9302	6304	11923
PA4316	chromosome	4844271	4845713	-	1443	186	128	693	757	235	98	140	119	310	389	189	163	398	384	153	149	180	102	203	157	1052	930	633	894
PA4317	chromosome	4845938	4846675	+	738	1298	187	15921	573	293	121	152	127	295	471	239	161	343	272	128	130	273	175	191	173	946	919	1384	1502
PA4318	chromosome	4846713	4847510	+	798	131	95	198	268	104	74	71	74	310	202	81	91	131	134	80	75	144	83	111	69	475	431	371	462
PA4319	chromosome	4847507	4848487	+	981	52	42	103	144	33	27	52	18	74	52	26	46	59	76	47	41	73	32	37	49	191	169	127	177
PA4320	chromosome	4848474	4850045	+	1572	95	73	346	398	85	31	91	62	107	121	67	74	126	113	74	40	130	75	104	81	490	537	494	409
PA4321	chromosome	4850042	4851313	+	1272	78	62	266	294	55	33	275	57	94	102	61	42	129	120	51	57	105	38	57	65	365	370	308	473
PA4322	chromosome	4851310	4852317	+	1008	149	146	1399	1331	145	95	129	121	185	285	165	102	309	265	114	124	249	103	189	163	1472	1467	845	4933
PA4323	chromosome	4852314	4853645	+	1332	112	95	506	490	167	70	150	78	187	245	151	139	330	235	55	61	130	171	138	133	662	666	547	648
PA4324	chromosome	4853650	4854009	-	360	77	39	296	303	322	162	62	38	315	517	322	223	435	412	44	79	119	50	77	76	360	281	322	654
PA4325	chromosome	4854070	4854492	-	423	27	15	69	55	92	33	35	16	103	108	90	60	96	85	23	19	32	26	24	34	92	68	167	141
PA4326	chromosome	4854595	4854978	-	384	28	19	81	91	146	44	24	40	115	192	75	72	122	78	29	41	48	40	47	67	132	121	38	34
PA4327	chromosome	4855072	4855878	+	807	9	9	117	75	105	28	7	11	98	90	44	40	96	67	26	7	20	10	22	19	106	112	73	140
PA4328	chromosome	4855963	4856877	+	915	270	211	2030	2138	414	194	191	212	421	607	411	312	3634	670	150	136	339	210	268	228	2209	2236	499	613
PA4329	chromosome	4856960	4858411	+	1452	761	608	4302	4131	835	364	510	519	1057	1443	669	579	1490	1275	620	521	922	569	762	876	5186	5288	2462	2805
PA4330	chromosome	4858490	4859263	-	774	39	76	369	326	3061	99	68	79	257	300	149	100	232	213	49	46	67	55	59	78	432	422	199	210
PA4331	chromosome	4859329	4860255	-	927	41	23	288	277	234	84	25	32	251	321	158	119	241	222	22	7	48	169	15	14	252	258	170	200
PA4332	chromosome	4860248	4861711	-	1464	48	29	273	308	393	180	40	55	398	555	250	237	354	345	31	54	68	54	65	56	289	325	392	391
PA4333	chromosome	4861653	4863176	+	1524	363	440	2174	3082	406	189	356	362	496	742	486	1136	1011	4407	367	344	552	399	485	488	4278	4394	19189	3524
PA4334	chromosome	4863273	4864529	-	1257	28	32	170	183	74	34	27	24	92	160	50	41	124	80	21	24	49	44	62	35	246	237	180	186
PA4335	chromosome	4864665	4864973	-	309	13	20	178	176	46	24	17	28	77	115	42	45	99	75	19	26	69	32	33	38	237	256	82	104
PA4336	chromosome	4864994	4865578	-	585	95	48	675	832	262	124	74	62	291	343	180	143	362	315	51	38	81	91	65	75	775	657	476	469
PA4337	chromosome	4865682	4866293	-	612	11	8	72	39	41	23	10	8	47	36	38	18	54	29	10	6	14	6	7	5	36	35	29	27
PA4338	chromosome	4866387	4867667	-	1281	51	13	164	220	185	92	20	27	145	204	102	124	216	162	23	7	16	30	37	24	160	284	286	232
PA4339	chromosome	4867767	4868846	-	1080	20	15	211	184	114	29	20	29	101	163	76	76	145	98	19	169	34	35	28	28	267	276	169	172
PA4340	chromosome	4868921	4869493	-	573	50	26	185	191	95	36	35	13	144	121	73	54	129	126	25	14	50	26	28	43	237	237	158	212
PA4341	chromosome	4869558	4870328	-	771	11	0	63	58	33	9	2	6	40	78	22	12	54	42	2	1	10	2	4	0	22	28	67	15
PA4342	chromosome	4870428	4871912	-	1485	5	7	81	94	21	20	4	14	38	68	28	28	50	31	11	2	11	6	16	9	95	79	38	64
PA4343	chromosome	4871913	4873232	-	1320	14	5	15	36	8	6	7	3	18	36	0	8	21	12	12	4	21	3	6	3	20	15	9	17
PA4344	chromosome	4873270	4874490	-	1221	19	13	162	159	110	51	24	10	134	205	77	83	201	196	8	4	36	21	22	33	103	99	107	120
PA4345	chromosome	4874655	4875245	-	591	29	29	230	264	464	78	27	24	263	333	177	184	351	344	23	12	48	25	18	27	178	165	266	215
PA4346	chromosome	4875306	4875641	-	336	5	9	53	80	25	25	18	3	42	61	23	13	66	54	9	11	13	6	9	11	35	35	35	40
PA4347	chromosome	4875638	4876792	-	1155	111	74	288	342	147	47	90	68	137	188	114	64	165	153	58	51	136	84	113	103	350	393	254	162
PA4348	chromosome	4876821	4877606	-	786	465	347	3073	3357	638	323	385	300	620	820	553	392	1018	943	360	276	588	309	649	452	5006	4552	863	1204
PA4349	chromosome	4877691	4878587	-	897	47	28	238	265	150	68	21	30	207	238	97	111	226	184	54	25	75	21	44	47	228	228	110	132
PA4350	chromosome	4878790	4879545	+	756	314	80	340	411	263	110	56	56	295	464	242	230	820	399	58	45	142	51	49	50	183	262	324	242
PA4351	chromosome	4879545	4880321	+	777	406	248	2360	2468	1688	754	255	206	2138	3075	1700	1478	3938	3393	228	161	575	197	346	241	1706	1661	1166	910
PA4352	chromosome	4880318	4881178	-	861	1153	1169	13582	13471	6127	2615	611	517	6853	9069	5195	4436	12129	10037	489	372	1392	463	625	595	8945	8979	3165	2726
PA4353	chromosome	4881328	4881900	-	573	44	41	95	123	40	26	50	23	34	92	33	45	118	73	27	33	28	32	45	46	130	176	106	98
PA4354	chromosome	4882053	4882355	+	303	5	4	18	15	29	2	9	0	7	11	14	5	11	11	9	4	112	2	7	8	27	8	6	12
PA4355	chromosome	4882404	4883570	+	1167	6	7	59	45	20	6	10	2	30	68	17	13	31	14	8	2	7	11	9	10	76	67	32	21
PA4356	chromosome	4883607	4884659	+	1053	335	90	399	399	130	55	69	81	161	231	111	105	195	169	98	53	147	51	124	104	847	780	146	157
PA4357	chromosome	4884719	4884961	-	243	5	11	63	58	27	8	14	6	34	47	16	4	34	40	4	8	12	8	8	9	69	116	17	16
PA4358	chromosome	4884961	4887261	-	2301	91	65	648	729	182	85	110	55	250	1333	113	87	230	186	69	80	165	81	95	101	1847	2009	204	207
PA4359	chromosome	4887279	4887506	-	228	9	17	107	147	39	11	9	9	34	74	13	19	34	36	12	21	31	10	6	9	457	397	43	48
PA4360	chromosome	4887722	4888195	-	474	2987	65	228	260	135	59	47	36	112	210	101	96	261	203	62	71	118	70	92	72	394	381	271	388
PA4361	chromosome	4889112	4890101	-	990	41	31	289	325	114	51	25	11	128	158	81	71	148	87	29	26	59	13	55	45	315	382	185	151
PA4362	chromosome	4890286	4891344	+	1059	10	19	533	500	326	144	13	7	416	562	235	183	558	780	6	4	24	12	26	13	173	169	214	256
PA4363	chromosome	4891345	4892247	-	903	8	17	106	98	60	33	12	11	57	175	48	57	97	79	17	12	21	8	11	13	110	173	72	54
PA4364	chromosome	4892345	4892746	+	402	4	0	11	4	33	3	4	0	46	61	31	30	57	32	1	0	2	0	2	8	4	1	4	6
PA4365	chromosome	4892748	4893350	+	603	0	4	12	12	22	5	1	0	23	37	5	19	23	14	2	2	0	1	0	4	10	25	8	6
PA4366	chromosome	4893697	4894278	+	582	2392	2061	69748	22005	6996	2867	1709	1506	28304	13259	4718	4069	13172	12212	1908	1560	4223	1843	2602	2559	32488	16992	11511	22484
PA4367	chromosome	4894459	4896522	+	2064	127	95	632	984	337	122	106	91	373	448	216	177	451	280	129	60	134	127	208	137	576	598	390	486
PA4368	chromosome	4896523	4897425	-	903	54	33	161	171	182	67	12	8	184	306	670	112	227	214	21	26	39	22	39	79	201	154	151	128
PA4369	chromosome	4897427	4897999	-	573	31	20	326	289	350	114	27	22	348	439	236	201	689	352	39	9	34	36	30	11	376	338	205	248
PA4370	chromosome	4898193	4899533	+	1341	314	301	5268	5277	633	274	308	230	736	984	335	312	696	632	325	304	475	286	368	325	12883	11502	1307	2030
PA4371	chromosome	4899696	4901117	+	1422	38	17	89	122	54	33	28	27	67	96	20	19	53	50	17	28	41	25	31	23	374	422	153	132
PA4372	chromosome	4901127	4902191	+	1065	60	62	574	689	100	55	55	39	139	199	84	93	220	137	57	27	82	47	82	50	1326	1213	294	353
PA4373	chromosome	4902202	4903296	+	1095	53	34	472	445	91	36	54	31	103	121	59	67	141	104	40	32	59	34	37	44	831	856	198	202
PA4374	chromosome	4903466	4904596	+	1131	53	45	177	223	92	40	29	47	98	147	59	66	122	112	41	32	48	69	61	65	248	257	261	296
PA4375	chromosome	4904647	4907703	+	3057	65	35	457	417	123	75	58	43	146	212	80	67	210	153	75	51	99	45	91	75	402	433	238	345
PA4376	chromosome	4907841	4909037	+	1197	52	59	377	361	204	97	55	43	202	333	123	102	249	456	60	53	102	66	75	83	523	610	441	411
PA4377	chromosome	4909162	4909404	-	243	22	8	33	28	191	82	10	10	159	211	167	122	201	152	2	7	25	11	17	6	27	29	149	193
PA4378	chromosome	4909401	4910105	-	705	37	22	130	139	154	53	39	20	125	198	111	87	201	189	33	19	52	16	25	20	212	176	671	647
PA4379	chromosome	4910108	4910791	-	684	48	21	86	70	114	59	24	17	168	203	86	102	161	166	15	27	58	24	43	31	165	149	668	956
PA4380	chromosome	4910871	4912151	-	1281	26	27	107	139	69	38	38	14	98	128	44	49	155	67	16	18	43	20	34	42	154	124	203	218
PA4381	chromosome	4912141	4912824	-	684	32	23	183	219	159	55	23	33	215	239	85	108	209	213	14	15	41	26	24	24	186	198	481	392
PA4382	chromosome	4913041	4913835	+	795	24	2	121	197	139	65	5	22	135	194	86	102	188	159	1	8	27	2	19	9	74	79	132	142
PA4383	chromosome	4914127	4914510	-	384	41	23	74	96	100	70	17	31	111	194	113	87	148	139	6	20	44	16	29	47	86	69	105	184
PA4384	chromosome	4914739	4915425	+	687	19	29	55	88	168	60	27	12	241	350	130	67	223	141	2	1	15	10	9	10	102	82	91	74
PA4385	chromosome	4915481	4917124	-	1644	10185	9295	215157	183312	7024	3322	7331	9710	7388	13315	5412	4649	12538	11280	7665	5972	14128	7670	10140	9227	190273	180930	11432	18687
PA4386	chromosome	4917175	4917468	-	294	931	722	14795	14789	694	291	554	494	678	863	507	450	1059	989	1219	455	1107	679	1540	789	14093	14317	1188	1219
PA4387	chromosome	4917663	4918130	-	468	73	47	536	1364	132	40	32	45	137	251	105	93	226	138	61	51	138	68	73	73	682	676	224	171
PA4388	chromosome	4918199	4918933	-	735	81	87	559	608	168	53	61	78	198	208	155	661	190	326	62	47	127	70	62	86	727	668	417	503
PA4389	chromosome	4919042	4919800	+	759	222	139	841	860	138	60	449	92	156	190	102	99	289	207	114	132	304	133	212	206	1365	1340	604	674
PA4390	chromosome	4919859	4920866	-	1008	15	25	108	109	40	31	18	17	63	69	31	49	79	74	25	14	43	28	38	40	140	129	84	143
PA4391	chromosome	4920981	4921982	-	1002	19	12	46	76	58	45	15	14	49	70	47	21	74	50	37	12	21	14	28	14	60	54	53	85
PA4392	chromosome	4921981	4922364	+	384	16	5	51	54	34	40	5	2	50	93	61	3819	98	41	1	2	16	10	4	7	49	54	80	39
PA4393	chromosome	4922407	4924191	+	1785	49	44	201	162	91	42	63	45	119	221	72	66	142	150	60	35	82	35	54	39	183	236	233	294
PA4394	chromosome	4924247	4925083	-	837	244	190	626	685	388	134	181	183	320	376	269	180	588	493	136	171	274	178	214	235	837	852	816	1198
PA4395	chromosome	4925316	4925795	-	480	310	244	1467	1439	536	220	213	220	480	816	376	309	813	666	209	211	435	235	304	301	2251	2239	931	1279
PA4396	chromosome	4925899	4926999	+	1101	21	12	77	106	121	47	24	20	125	151	82	42	137	122	26	8	109599	13	28	27	143	114	179	256
PA4397	chromosome	4927036	4927947	+	912	9	6	225	176	228	84	10	13	254	338	145	139	384	336	10	10	16	10	8	19	134	119	179	214
PA4398	chromosome	4927998	4930094	+	2097	34	29	241	255	276	56	30	37	168	226	92	94	234	198	31	35	47	38	23	49	257	242	211	246
PA4399	chromosome	4930099	4930677	+	579	30	7	308	326	119	39	9	3	138	144	106	102	166	146	18	6	51	15	24	19	240	287	162	145
PA4400	chromosome	4930748	4931695	-	948	79	69	508	537	173	82	61	46	217	299	115	90	287	204	44	54	73	61	43	59	610	610	513	411
PA4401	chromosome	4931746	4932381	-	636	22	28	231	214	83	34	27	19	118	141	73	62	109	130	24	16	44	34	26	40	209	265	151	163
PA4402	chromosome	4932502	4933719	-	1218	130	113	1062	1123	291	166	103	104	351	497	280	247	514	435	83	103	280	110	130	114	1082	1154	670	732
